movie_name,id,short_comment,score,comment_time,votes,Fake
一周的朋友,诡臆,剧情挺有新意，演员演技颜值甚至加分,4,2022-06-23 19:33:59,0,0
盛夏未来,不要靠近我,半部格斯·范·桑特电影。从OP开始放轻松，在陈词滥调与总结演讲之间，安插大量对情节发展无益、零散重复的、《我自己的爱达荷》般倾吐秘密的篝火时刻，把雨点般的小心事一点点放大。少男少女的表演状态显然好于其他人，不再采用机关枪式对话刻意制造戏剧台词的日常化，而是学会停顿喘息，3.5。,3,2021-07-31 17:46:51,3,0
独行月球,异端云术,感觉看了一部大制作的二舅,1,2022-07-30 20:59:42,14,0
这个杀手不太冷静,麻绳,比原作油腻很多，前一半还可以，后面就看不下去了，主要是对开心麻花的那些表演套路也免疫了。这样的戏应该由非喜剧演员当正剧来演，反差效果才能出来，否则就顺拐了。感觉这里的马丽完全代入不了人物啊，可能是因为接戏太多了。,2,2022-02-11 21:33:48,10,0
这个杀手不太冷静,非魚,本来有些失望，直到魏老师跳起了雨中曲，另外大表哥2的剧情梗值得再多颗星~,3,2022-02-13 17:16:31,0,0
送你一朵小红花,没穿裤子,这电影预售两个亿？真看不出来好在哪 电视剧水准啊……后来想了想，什么电影不电影的，鸡汤大法好，赚到钱是真的,2,2020-12-31 20:19:20,3081,0
独行月球,柚子呀,沈腾抗核弹炸陨石了……看科幻的和喜剧的都沉默了😓,1,2022-07-31 15:22:58,239,0
花木兰,傲慢的胡上校,忠勇真善,4,2020-09-04 21:25:41,70,0
一点就到家,生人回避,如今的彭彭，颇有黄渤般一路开挂的气势，就连戏路都有黄渤的影子，但愿他的未来不会因此走入瓶颈。,3,2020-12-13 00:11:29,0,0
花木兰,清舞翩翩,我就知道连国产花木兰都不如，故事跟动画比差5倍，跟国产差2倍。皇帝这么强的吗？难怪女巫不敢偷袭。自我牺牲真是可歌可泣你这是什么能力，女巫的定位很尴尬强的离谱死的窝囊。士兵训练也很尴尬你可以抖掉水，为什么还要偷偷倒掉呢？这反派是要替父报仇呢，还是要谋朝篡位死的更尴尬。忠勇真没有爱情，百善孝为先。美的花木兰，但不是将军。中国武术和西方玄幻碰撞诞生的四不像产物，太商业票房肯定扑街！！,3,2020-09-05 15:40:39,3,0
送你一朵小红花,春风十里不如你,演员拉跨，为什么眼神能如此无神。蹭耽美的擦边球，想蹭红利又不想被议论。整个电影情节也不行，总之就是不行。,1,2021-01-02 08:27:58,76,0
盛夏未来,炯之,看完这电影好伤心啊，比我自己失恋了还要伤心。,4,2021-07-31 20:04:35,43,0
花木兰,花痕,没有听说的那么差,3,2020-09-12 14:41:32,5,0
心灵奇旅,年轻人不要信邪~,欧美软邪教电影，青年人谨慎接受电影表述内容。画面保持了皮克斯水准，但无惊无喜。,1,30/12/2020 17:12,1,0
送你一朵小红花,廖了一下头发,就是拿着患癌题材在拍两个小孩谈恋爱,3,2021-01-01 14:12:17,14,0
一周的朋友,kiki,感觉还行啊，立意不错，怎么评分这么低。林一好帅，虽然我get不到赵今麦的颜，但林一是真的帅啊。,4,2022-08-10 15:49:13,0,0
心灵奇旅,末末。,一条小鱼游到老鱼身边问它：“我要找到他们称之为海洋的东西”老鱼说：“海洋？可是你现在就在海洋里啊”小鱼说：“这儿？这是水。我想要的是海洋”2021.02.05,4,5/2/2021 17:10,41,0
唐人街探案3,jackman,网上恶意刷低分太严重了，竞争对手太可恶，其实也没有五点几分那么低，本来想把他平反，但是照前两季确实逊色很多。所谓的大场面大制作照第二季差的太远了，照第一季也差很多，只是演员上投入更大了，前两季的演员都有了经典的呈现。在这个案件上是确实简单，从一开始我就想到了可能是自导自演的，因为想到了少年包青天第一季的最后一个单元。 结局也没有什么大的反转。再就是有些噱头，有点太刻意模仿前两季，比如换装，飙车，唐仁的女CP等等。这一季经典的镜头也不多，除了电梯那一段确实搞笑之外，并不像第二季粉红色的回忆和马路标称名场面，第一季电梯名场面换装名场面警察局名场面还有思诺等等让人记忆尤深。这次真的是感受到了妻夫木聪的颜，还是从内心支持唐探宇宙的打造和发展，大爱，继续下去吧。,4,2021-02-16 21:57:54,48,0
这个杀手不太冷静,丑橘,开心麻花在亵渎电影的道路上，愈发成熟了。,1,2022-04-05 22:43:07,11,0
一周的朋友,小金,改编自日本知名动画，剧情展开上比较稳，反转的也让人泪目，但是免不得国产青春电影的一些缺点，比如台词不接地气、主角团完全脱离学习紧迫感之类……（另外，现男鲜肉的门槛这么低了吗，两位男演员的颜值真的有点太特型了吧…,3,2022-06-27 14:31:32,2,0
独行月球,般若多目,论科幻吧，很离谱，论喜剧吧，也不是很好笑，就开头和后半段马丽反应的镜头笑了，听到找个母袋鼠生群小袋鼠脸完全僵住了,3,2022-07-27 21:30:15,1,0
花木兰,非常不小心,今天世界上还存在如此简单纯粹的直男向、直女向、直皇向、直孝向、直传统美德向的电影，我应该给五星。,5,2020-09-06 02:34:46,18,0
一点就到家,夫白,订导演在正确的和容易的之间选择了容易的。,2,2020-10-11 16:03:34,2,0
独行月球,伤逝,是观众太没追求？还是电影人太没追求？才可以拍出这么敷衍明显恰烂钱的电影，这电影的态度很明显，我烂怎么着，还不是赚得盆满钵满？？！,1,2022-07-30 10:19:12,72,0
送你一朵小红花,限时推送,说实话，就跟抗癌没什么关系，女主还不够积极吗，癌症还是带走了她。复发之后就不抗了？就真的一般。但但吴晓昧脸上两个小红花真的好评ƪ,3,2021-01-01 00:20:05,12,0
花木兰,𝚁𝚎𝚐𝚒𝚗𝚊𝙿𝚑𝚊𝚕𝚊𝚗𝚐𝚎, ……难以理解热赞的吹捧。场景设计的质感宛如棚拍综艺，皇帝和女巫的人物设定太扁平太糟糕了，动画片故事中的可圈可点之处也分毫未取。女巫临死前镜头一转木兰呆若木鸡的眼神，以及最终决斗时木兰身后五毛钱特效的凤凰翅膀，构成了我本周末娱乐消遣中的最大笑点。,3,2020-09-05 00:39:49,5,0
花木兰,我跟你不熟,看的国语版 整体来说挺不错的 虽然剧情有些不合理 但是挺连贯的 女巫角色的增加可能是和女主有产生共鸣吧 加的挺好的 就是那箭射的太离谱了 刘亦菲披着头发太美了 演技也出乎意料的棒啊 分数不至于那么低 ,4,2020-09-11 02:28:21,16,0
送你一朵小红花,鹿鹿,活着本身就不是一件容易的事儿，要过好每一分每一秒。,5,2021-04-04 00:14:48,173,0
唐人街探案3,nature,主线案件简单，推理苍白，却又讲的跟破碎，为丰富情节而增加的身份背景探求和独白画蛇添足。暗线Q想讲又想藏，喧宾夺主，又没有讲好。开头的混乱，救昊然的四人组，片尾的烟花，莫名其妙，像极了作文要凑够800字时的努力。,3,2021-02-12 23:03:21,38,0
唐人街探案3,Black Angel,除了昊然弟弟以外都不太喜欢，希望刘德华不要来拍后面的唐探呀，别毁男神……陈思成的三观真的是神秘，女护士挨打那里真看不下去，有必要吗，强行搞笑又不好笑。案子的关键竟然是一个男的为了给女儿治病不得已抛妻弃女之后就真的完全不管妻女了，还要装色狼来确认女儿身份，太胡扯了。至于野心勃勃要构建的唐探宇宙，感觉也就是一个不断狗尾续貂的噱头,2,2021-02-12 23:15:21,171,0
一周的朋友,玉兔捣药,事实证明 一见钟情的人失忆重新再遇见一次仍然会一见钟情🤧,4,2022-06-18 16:42:35,25,0
心灵奇旅,晚不安,在赋予玩具和机器以情绪、甚至赋予情绪以情绪（《头脑特工队》）之后，彼得·道格特终于也跟随《寻梦环游记》的步伐，把主题探向了更深层次的灵魂。叙事一如既往地流畅，概念的展开也环环相扣，对“另一个世界”的想象是更加未来化的，但也因太准确无误地嵌入剧作模式中，没能在我心底真正激起什么回响。与黑泽明的《生之欲》相比，对“人生价值”这一议题给出的答案，未免太过云淡风轻，以至于沦为自我降维的合家欢流水线产品。,3,5/1/2021 0:09,10,0
一点就到家,拝啓、あなたへ,昨天一起吃饭的小伙子聊，他93年的，腻歪了早九晚六想自己创业，却觉得自己的年龄已经没有了试错的余地，不甘心却又不敢动。其实所有的事情都不怕晚，怕的是你不敢试。中间一段讲，刘昊然时务主义认为要先抓住机会再去谈什么理想，可能一大半的创业者都选择走这条路，确实理想的成功有太多的偶然性，但无论成功与否，最首先的还是要迈出去。,3,2020-11-12 23:15:13,0,0
心灵奇旅,罗尔德,熟悉的pixar，但我莫名出戏,2,25/12/2020 21:27,1,0
一点就到家,喻鸣,这才是最切题的“我和我的家乡”啊，元素很乡土，节奏很动感。许宏宇是个技术流好手，任何规矩俗套的故事经他一盘一剪，都像点睛之龙一样就地盘活，连点题的大道理也顺耳起来。“童声传异”那个点真的又妙又顺滑，“后爸的茶话会”也怪可爱。三星半。,4,2021-01-21 12:41:13,4,0
一周的朋友,奈何,但愿我们的回忆不会被遗忘,5,2022-06-27 20:43:44,2,0
独行月球,猴小鞋,独孤月和刚子，让我在看电影的过程中，脑海里不停地响起老郭说的“独孤孤独咕噜嘟子”,3,2022-10-24 09:13:00,1,0
独行月球,难越,能看出来开心麻花花不少钱，可惜花这么多钱把喜剧拍成了宇宙版春晚小品。,3,2022-08-05 22:59:42,12,0
一点就到家,木偶,讨巧，应景,3,2020-11-23 20:05:59,0,0
这个杀手不太冷静,Lin Nashty,"迷影梗虽然穿插稍显生硬，但也多少有惊喜到我。
ps:竟还出现了游戏《荒野大镖客2》的台词，听到了熟悉的亚瑟摩根的名字: ）",3,2022-02-01 19:07:23,37,0
一点就到家,武大良,既不搞笑，又不走心。违反市场经济规律的选择，既不正确，又不容易。,2,2020-11-14 20:21:28,1,0
送你一朵小红花,IVE-蔡亨源,好一般啊…前面的那么多营销还以为多好呢 就这…？,1,2021-01-01 03:08:37,319,0
一点就到家,喵老师2333,命题作文拍成这样挺可爱的。只是群演们实在演的太好了，三个主演反而游离于电影之外。彭昱畅尹昉两个本地人显得像个异乡人，模仿得了口音模仿不了魂。刘昊然向阳花体质也不像一个从风口跌落无数次的投机者，更像是唐探的一次下乡扶贫。不是三人演的不好，而是在真正的本地人衬托下脱节了。,3,2020-09-29 01:21:48,42,0
这个杀手不太冷静,韦斯安徒生,确实能让人笑很大声的合格喜剧，好在绝大部分笑点来自戏剧结构以及演员表演而非段子的拼凑，遗憾笑完也就完了。基本照搬了三谷幸喜原作「魔幻时刻」的第二幕，也因此保留了最爆笑的桥段，大刀阔斧改编了人物关系，加强了反派与矛盾冲突使影片更商业。最妙的是魏翔个人的境遇和银幕里的魏成功无缝打通，看着片尾魏翔痛哭流涕的杀青感言很难不被打动，他对这个角色也真的是毫无保留了。,3,2022-02-01 11:33:02,164,0
送你一朵小红花,今天比较可爱,这么好的题材怎么会这样 男女主演技都不太可,2,2020-12-31 20:02:03,2392,0
一点就到家,...,前半段轻松愉悦，节奏也符合合家欢性质；后半段掺杂主角觉醒和家国情怀之后割裂感明显，尹昉的部分倒是从离谱人设到温情俗套结局，都有可共情的点，借咖啡与茶比喻两代人的冲突，用普洱咖啡的商业成功推进父子和解的感情变化，让这部过分“浅”的电影，终于给我留下了一个可言说观赏的记忆点。,3,2022-04-02 17:10:51,0,0
送你一朵小红花,南团,这种题材并不好拍，过于励志显得假，过于残酷走向丧。《小红花》对这两者间的度拿捏得挺到位，因为它呈现的就是看似互斥实则一体的肉身：没人愿意得病（过得艰辛），但又不会甘心被病魔（生活）轻易击倒。有了这种复杂性，那些看似突然、突兀的举止就变得真实且具有情感冲击力。比如母亲朱媛媛，抠门到五块钱都要计较，当她面对抱着孩子讨钱的妇女，突然情绪崩溃，最后却递出了一百；易烊千玺封上了自己的内心和情感，却在医院突然对插话的人发飙。这些“突变”都是复杂人性的产物，所谓乐观也有绷不住的时刻，绝境中仍有活下去的渴望。其实绝症（患者）在片中只是一个最极致化的象征，实际所指涉的群体要宽泛的多，它指向所有在生活不易的现状下依然与命运死磕，心向远方与海的人们。他们是影片中虚构的父母，也是片末一一出现在纪实画面中的芸芸众生。,4,2020-12-31 22:29:51,114,0
花木兰,嘟嘟熊之父,五讲四美三热爱。贫瘠的实景，廉价的CG，花拳绣腿的动作戏，赛马段落以为在看《还珠格格》？看完想给国师的《长城》道歉。如此没有生命力的木兰不知道究竟该以何动人，仅靠一头长发？,1,2020-09-04 22:25:12,1360,0
这个杀手不太冷静,GothamPunk,三谷幸喜影迷全程如坐针毡，迷影梗都肤浅又尴尬，根本没理解原作好在哪里就强行翻拍。唯一笑了的地方是，“迈卡，我今天就要替亚瑟摩根报仇！”,1,2022-02-02 01:02:31,105,0
唐人街探案3,敛寒,太尴尬了整个剧本中二又俗套。朋友跟我说剧本是日本作家写的我就懂了，我感觉我看了两小时真人版名侦探柯南+中二日本动画片。Q这个反派组织就，探讨善恶，觉得人类历史由少数人引领（这他爹日本动画片反派十分之八都是这么想的），还有最后一段圆桌会议，我和我朋友？？？太尴尬了。还有突然撒钱讲人性考验也很中二老套庭审女儿讲自己的故事那里巨名侦探柯南，每次柯南里揭露真凶时真凶也是边哭边讲故事。而且为什么电影里总是要放歌拍mv为什么啊orz,2,2021-02-12 12:17:54,222,0
一点就到家,玉子,一切都看的太过简单，飘在空中，只有空壳，内里毫无道理可言……,1,2020-10-04 12:51:52,39,0
独行月球,背影,前半部分的笑点真的很尬。背后意淫马兰星，人形抱枕，番茄酱都让我闭上双眼。大刚第一次出场的时候用阴影暗示描摹女性也让我恶心。全程永远是吊丝男逆袭，女的无论多牛，都是观看者。只有男的拯救世界，然后赢得女人。全程没看懂为什么马兰星要爱上他…没必要…,2,2022-08-07 11:31:02,151,0
心灵奇旅,完颜穆尔登格,爵士钢琴solo很好，又是一部木神会喜欢的电影，但是太有治愈和励志的架势了，导致沧桑如我只能呵呵一笑。live performance快快恢复吧，我想回乐团线下。电影名为Soul是双关啦，不光讨论人的灵魂、爱好，也是音乐的灵魂，或者有没有指灵魂乐呢，比较跟Jazz有千丝万缕联系都是布鲁斯发展来的，主角找到那个班底也是全黑人。,3,4/1/2021 8:37,2,0
盛夏未来,蝠蝠,众多流行文化给青少年造成的直接或间接后果就是：使他们陷入情感的漩涡，坚信“灵魂伴侣”是真实存在的，一旦他们感到寂寞，便会竭尽全力去寻找那个“灵魂伴侣”。殊不知，所谓的“灵魂伴侣”只是人们创造出来的一个概念，当你觉得孤独、失意、痛苦时，是你的主观臆想在发挥作用，是你的心理活动构成了这一切情绪波动。所以，这类电影也就会一直被拍出来，因为它是被需要的，就像大家少年时的“初恋”，那是人一生中第一次意识到自己情感上对他人的强烈需求，那个时候我们都还不懂得如何更好生存，只希望，自己也能是被别人需要的那个人，但是很无奈，我们要在很久以后才发现，这个世界上没有人是同类人，在电音节电影节万圣节上也无法找到同类人。,3,2021-07-31 22:07:00,13,0
一周的朋友,王一条,最起码还能看的下去,3,2022-08-08 02:34:42,1,0
这个杀手不太冷静,捣蛋鬼zzz,差点睡着了，，居然有这么无聊，这么尬的电影。。,1,2022-04-17 21:06:36,2,0
一周的朋友,白音天絮85072,看过日版电影，但时间很久除了记得女主会一周忘记一次朋友不记得后面的剧情，所以这个在看到后面的时候还挺震惊的，没有料到竟然是这样的发展，本以为走向狗血化，她爱他爱她，却没想到其实只是一场误会，幸存下来的两人都被这场意外长久地折磨着，好在最后都放下了。随着剧情的展开，前面女主的一些有点奇怪的行为也都能得到解释了。总体来说，还不错，是去之前电影院看过的讲青春爱情比较好的一部了😊😊叙事完整，不拖泥带水，节奏感较好,5,2022-08-11 23:24:30,1,0
心灵奇旅,徐徐涂抹那抹然,实在对“神”创造人类无法接受,2,22/3/2022 0:03,0,0
一点就到家,miss.JC,如果不是全场举手认同那杯咖啡品出远山的味道，故事过度再用心点会更好。猪的声音像麦兜~,3,2021-05-03 22:53:46,0,0
花木兰,-Giacinta-,简单平凡的小故事，除了英文说古代官话不太得劲之外，其他都挺好,4,2020-09-04 21:24:41,95,0
花木兰,kakakarl,看见奔走的兔子，蜘蛛，凤凰等动物的CG，才觉得删去“木须龙”非常正确，特效做的太差了，迪士尼没给够中国公主的预算吗？花木兰和她妹肯定有一个不是亲生的，妹妹长大后也太丑了。总觉得洪辉是喜欢男装花军，更爱花木兰的是女巫。,3,2020-09-04 20:01:49,11,0
一点就到家,Singin'in rain,轻喜剧，还可以的主旋律故事，节奏比较快，有陈可辛的味道，还顺带致敬了中国合伙人，甚至还有哈利波特lol 由于叙事基调在这里，肯定没法拍成合伙人那样展现创业之艰的作品，导致本片的鸡汤味浓了点（虽然开头看似反鸡汤），创业成功太简单了点。,3,2020-11-13 11:37:09,1,0
独行月球,MinamiFans,前半段很有趣。地球上的幸存者观看月球上的幸存者表演，并进行配音和解说(想到了最近的二舅)；核弹的实际作用和电影中的用法；“我不相信科学”，借一句台词不经意地完成了自反。瑕疵当然明显(尤其是声音设计，最后的爆炸声效是个大败笔)。谢谢Coldplay的友情客串。谐音梗扣钱。PS:莫名会觉得沈腾手抗核弹会和吴京手举国旗一样载入国产影史名场面。。,3,2022-07-29 11:52:43,20,0
唐人街探案3,一只棉垫蚧虫,1  关注点怎么突然就能跳跃到东北呢？2  主角团是如何发现父女二人之间关系的？3  日本警察不检查作为证物的车辆内部吗？4   作为死亡见证人的小林酱是怎么做到不被嫌疑的？,2,2021-02-14 16:23:09,149,0
这个杀手不太冷静,unidolphie,第一次感觉翻拍比原作带劲的，作为喜剧片让人乐就是成功，不图别的，魏翔好棒。,4,2022-02-05 21:42:51,10,0
盛夏未来,葱花花花花,和朋友看完第一场以后，非常默契地换了个影院去二刷了。这部电影最动人的地方在于落脚点并非是“爱情”，而是“成长”，就像夏日里的柠檬水，清爽却带着一丝酸涩，酸涩中又有甘甜，最终化成绵长美好的余味。十几岁时，一点点的烦恼都会比天大，也以为世界上所有的事都会如自己所愿，但是回头再看，却也不过如此，因为我们都在遗憾中变得勇敢，学会接受。就像电影里的陈辰和郑宇星，两个人因为一个谎言而靠近，分享着彼此的秘密，也共享着彼此的孤独。少女的心里藏着无可言说的感情，最后在热闹盛大的人群中对喜欢的人袒露了心迹。他们距离这样近，又那样远，舞台的灯光忽明忽暗地映衬他们的脸庞，喧嚣的音乐随心所欲地吞噬他们的声响。有时候单恋并不是一个人，而是一段成长，一段转瞬即逝的永恒。,5,2021-07-30 14:11:30,144,0
花木兰,伯罗斯坦戈,宏大叙事，宏大场面。整的故事性完整。虽然讲的是古代的传说，说的还是今天德事儿：强调个人，强调家庭，弘扬真善美。不过编剧应该缺乏兵法了解，荒野之地怎能让自己处于洼地呢何况对方又是游牧骑兵。雪崩之时骑马救人，也没的说了。总体感观不错，细节上还需打磨。,4,2020-09-05 06:09:36,36,0
唐人街探案3,油漆未干,终于知道唐探为啥推一年也非得在春节档上了，换别的档期一定卖不成这样也得不到任何以“大过年的”为名义的宽容。糟蹋演员到这个地步，叹为观止,1,2021-02-14 02:24:16,792,0
这个杀手不太冷静,Lady Midnight,有两段挺好笑 除此之外我感觉这不是电影.. ,2,2022-02-01 21:58:48,28,0
花木兰,山下猫,基本符合我的预期，所以觉得还挺好，就是太长了。对舞美不该站在我们的视角去看，更别说高赞长评说什么美国人傲慢不请中国编剧云云——我们才傲慢。刘亦菲代表作。,3,2020-09-07 19:20:14,2,0
唐人街探案3,栓住砸,不带脑子看的话还挺好的🤭,3,2021-02-12 21:38:23,31,0
花木兰,天启五城治防司首席巡捕,远不如当年动画片拍的好，情节有点幼稚说实话，每个城池守城的士兵也太少了，首都皇城也那么少人？特别是后面巩俐为了救刘亦菲替她挡了一箭，死在了刘亦菲怀里，这情节真是无力吐槽。还有台词，比如李连杰说“感谢您的服务和贡献”，把我笑喷了。。这剧也就只能看看主角的颜了。。。。,3,2020-09-05 10:15:30,2,0
心灵奇旅,###疼,没共鸣呢，怎么会这样,2,11/1/2021 13:09,0,0
送你一朵小红花,今天阳光真好,真的不错，全员演技在线，有泪点也有笑点，关于亲情，关于爱情，关于平凡人的生活，关于特殊群体的生活，我爱这个世界,5,2020-12-31 22:14:55,390,0
独行月球,三千岁,披着科幻的外衣，内里还是开心麻花惯常的拍片形态：段子化、浅表达。且不说抄袭的创意和雷同的理念，始终在概念营造的窠臼里打转，强行矛盾演化，戏剧推进完全无逻辑硬推。风格上无非先搞笑、再煽情、后上家国情怀价值，这也是所有国内成熟喜剧商业片的标杆示范。这部影片的烂是把人家玩馊了的概念移植过来，然后进行低幼化本土化处理或包装，果真结出十几亿票房出来，不亏。,1,2022-10-12 14:51:00,6,0
送你一朵小红花,已确诊钕铜,这部电影的细节好多 好好品😭,5,2021-01-17 00:06:39,117,0
心灵奇旅,mrz,看来需要疗伤的人太多了，所以分数这么高,2,3/1/2021 20:10,1,0
盛夏未来,理易封,相当惊喜，你说它拍得真的有多好多厉害吗？也不见得，但基本上把能拍尴尬的地方都巧妙避开了，还很接地气地联系上了高考，这次没有男性自我感动，这在青春爱情片里已经很难得了，而且展现原生家庭的矛盾以及父辈感情对自己感情的影响和对应做的也很好，恰好这电音也很青春,4,2021-07-31 16:33:46,17,0
一点就到家,王写写,热热闹闹的，似乎就把许多问题给掩盖了。但仔细观看，仍能戳破这类影片的伎俩。所谓说教，就是纯粹转述间接经验，以此为圭臬，而忽略对亲身经历本身的体悟。所谓鸡汤，就是偷换成功的因果关系，遮掩所有的偶然性，抹除普遍性的矛盾，略过成功之路上不可复制又至关重要的细节。另外还有一大堆难听的插曲，以及群体喝咖啡举手的场景也挺邪教的。,2,2020-11-14 02:08:25,18,0
送你一朵小红花,Aurora,有点失望 剧情真没啥亮点 看到旁边哭的稀里哗啦我腔都不敢开,3,2020-12-31 19:57:30,15809,0
送你一朵小红花,李秀满,两个人台词都一般般  更觉得四字需要靠人带戏了  少你真比这好,3,2020-12-31 20:03:48,16285,0
这个杀手不太冷静,所有团的团长,片子太自恋了，也不知道是来自于导演的还是演员的，太多没必要的表达和镜头了。看了一半影院有几个观众已经在玩游戏看抖音了，可见质量几何。,2,2022-02-04 23:25:30,2,0
独行月球,春雨如酒,作为爆米花喜剧片，完爆美国超级英雄片。鼠拉门板飞跃地球剪影的一幕极度浪漫。仅次于西红柿。,5,2022-08-09 20:08:56,27,0
这个杀手不太冷静,不脱袜子同学,就很好笑啊，真情实感的好笑，仔细看，还会发现魏翔的肢体表演有点在学许冠文，同样也是圆脸演员，还有一点就是，现在内地电影煽情只能靠粤语金曲了。。,4,2022-02-06 19:20:13,0,0
花木兰,完颜穆尔登格,中外口碑都翻车了哈哈哈，有那么难看吗，就是一个中规中矩的迪士尼电影嘛。假如不是从小学木兰辞的中国人也没看过动画版木兰，说不定还觉得挺好看哒。,3,2020-09-11 00:26:15,5,0
心灵奇旅,Fujihime Arashi,可以排皮克斯动画里倒数前三名，命题作文即视感。没错，回忆那段我还是眼泪流了一下巴，但是在疫情肆虐的一年之后讨论平淡生活中的珍贵细节，谁不难过？,3,3/1/2021 21:39,1,0
这个杀手不太冷静,淞凇松容止,好笑是挺好笑，但也就止于此了,2,2022-02-04 22:18:23,10,0
送你一朵小红花,元気だleslie,感动只是因为代入了那种心酸。然而剧情真的很假很尴很刻意，尤其前半段。不过，那段想象探险还是挺可的，外人眼里的精神病人，自己眼里的浪漫至死。,3,2021-01-24 19:27:14,72,0
一点就到家,饮歌,要不是三个主演，我真的以为这是某集团洗脑神片。创业要真这么简单，大家都有钱了，社会主义早实现了，连马克思都可以含笑九泉了。,2,2020-11-13 11:48:39,2,0
这个杀手不太冷静,有心打扰,好笑的地方好好笑，哈哈哈哈哈哈哈。无聊的地方很无聊，(_ _) ..zzZZ。,3,2022-02-02 21:56:04,6,0
唐人街探案3,南风吹,这么低俗的电影竟然还有人说好看，王宝强那个角色像个傻逼一样，从头到尾吵吵吵，看得烦死了，全程都在说女性36D小白腿，咋这么恶心，一帮男的殴打女护士还要特写？吐了，而且还把警察写成弱智，破案都是主角他们破，警察一无是处，最后法庭上真的笑了，法庭都能随便进随便闯入，法官最后听哭了也是牛逼，这电影是我看过最恶心的电影，也是有史以来最难看的电影，这部电影能封神那国产电影以后真的不行了,1,2021-02-18 05:54:39,538,0
盛夏未来,Morning,很糟糕，暗恋虽然是单向的内向的，但并不是停滞的，比起双向恋爱来，单恋有着滚烫的流动感，然而这个电影完全没有做到，只有一个命题，和导演的许多作品一样，只有命题和噱头。吴磊的角色写得很糟糕，可以直接拿进国产偶像剧里使用，他也没有花心思演，大概觉得青春帅气可以摆平一切，张子枫前段比后段好，关键时刻也没掉链子，但总体上来说这部电影没有像“姐姐”那样刺激她的表演。郝蕾那一part仅仅是靠“说”来填充剧情，没有必要。全片最佳是班主任。她没有刻板的去演，在有限的重复的戏份中捕捉到了表达的细节。,2,2021-10-17 23:18:41,12,0
心灵奇旅,Panda的影音,一.2015年度最爱《头脑特工队》，2017年度最爱《寻梦环游记》，2020年度最爱《心灵奇旅》，皮克斯又一次凭实力牢牢占据我心中最爱的三维电脑动画工作室的地位。二.我所深爱的电影、音乐、动画、家人……是我生命活下去的动力，如此说来，他们也是我灵魂的火花。三.非英语片的《寄生虫》在今年同时获得奥斯卡最佳国际影片和最佳影片后，偏爱动画的我就开始期待哪天能有部动画电影同时夺得奥斯卡最佳动画长片与最佳影片的殊荣，而在《心灵奇旅》的影院观影过程中，这个想法不禁再次油然而生。四.《寻梦环游记》是人与狗，《心灵奇旅》则是人与猫。五.看到那只过街老鼠瞬间就联想起《料理鼠王》，而路边街景则唤起《怪兽电力公司》《大眼仔的新车》的记忆，学校教音乐→《摇滚校园》，爵士吧→《爱乐之城》，……，被心灵学院段落萌化，准备二刷、三刷……,5,25/12/2020 20:20,15,0
独行月球,喻鸣,嚯咱也有太空科幻喜剧了，类型融合得不错，片中两个完全无法联系的空间在创作者巧妙设计下碰撞出意外的火花。喜剧之外又难得极为浪漫，夸父逐日，跨越天堑，飞蛾扑火，还有一个人对另一个人单纯的爱慕。“终极的相遇，是他化作成碎片尘埃来到你的轨道，成为地球环来拥抱你。这个平凡又渺小的男人，竟将太空的戒指送给了你，保护你成为最美的蓝色星球。”三星半。,3,2022-08-07 09:47:49,1,0
送你一朵小红花,shana,笑中带泪 爱情是甜的又是苦涩的 喜欢两个小年轻的态度,5,2020-12-31 20:42:14,127,0
唐人街探案3,燕纾,开头打斗莫名其妙，打着打着后面就不再打了，女护士也太惨了，也没看到裹得严严实实的长泽雅美的“好胸”是怎么来的,3,2021-02-14 22:19:29,100,0
这个杀手不太冷静,守望电影,确实很好笑，优秀的是在于绝大部分笑点来自戏剧结构以及演员出色的表演。剧情节奏很稳，包袱也很稳，很轻松，但后面就有些许垮了就是。,3,2022-04-06 21:48:40,0,0
盛夏未来,Xaviera,超出预期，久违地感受到了以前台湾青春片表现出来的那种错位和迷茫。预告和宣传方向几乎是诈骗水准，正片完全不是那么回事。虽然有着熟悉的所有青春片狗血元素，却拼出了个与那些妖艳贱货不一样的故事，有笑有泪有成长，暑假档终于有能看的了。尤其喜欢妹妹的线，从青春的勇敢，到放下释怀，再到自救的那段蒙太奇着实戳中了我，弟弟也终于遇到了个符合年纪符合形象的角色，两人朦胧中又点到即止的火花为片子增色不少。然而争议的部分，个人觉得并不重要，无论Ming是男是女都没有关系，但更倾向于那是精神向往的具象化体现，是青春里那种遥不可及却终有一天不得不放下的象征。“如果此时此刻，你喜欢的人也喜欢你，那就是未来。”但不喜欢也没关系，你可以选择诚实面对自己。爱就是爱，不爱就是不爱，爱而不得也不一定是种悲哀，因为未来总会有盛夏。,4,2021-07-31 03:37:11,19,0
一点就到家,日灼,虚假、不真诚、粉饰太平、复杂问题简单化、电商营销广告片，漫画式的方式包的住这样一个题材吗？,1,2020-10-12 14:29:23,10,0
一点就到家,神户酩人,电影播放过程中我去冲了杯咖啡，不是云南国产咖啡。不好喝，不知是咖啡豆的原因还是我萃取手法的原因。就好像这部电影，很差。不知是导演的原因还是剧本的原因一样。,2,2020-11-14 19:45:00,2,0
盛夏未来,猪捂花,脱离实际,1,2021-07-30 21:38:34,29,0
